"Date","Symbol","Marketcapname","Sector"
"22-07-2026","GLENMARK","Largecap","Healthcare"
"22-07-2026","CANBK","Largecap","Bank"
"22-07-2026","TECHM","Largecap","I.T"
"22-07-2026","NAUKRI","Largecap","I.T"
"22-07-2026","PERSISTENT","Largecap","I.T"
"22-07-2026","DALBHARAT","Largecap","Building Materials"
"22-07-2026","INDUSTOWER","Largecap","Telecom"
"22-07-2026","INDIGO","Largecap","Transportation"
"22-07-2026","ALKEM","Largecap","Healthcare"
"22-07-2026","RBLBANK","Largecap","Bank"
"22-07-2026","PNBHOUSING","Largecap","Financials"
"22-07-2026","AUBANK","Largecap","Bank"
"22-07-2026","ADANIGREEN","Largecap","Power & Utilities"
"22-07-2026","KPITTECH","Midcap","I.T"
"22-07-2026","POLICYBZR","Largecap","I.T"
"22-07-2026","KFINTECH","Midcap","Financials"
"22-07-2026","VMM","Largecap","Consumer Discretionary"
"23-07-2026","TATASTEEL","Largecap","Metals & Mining"
"23-07-2026","ADANIENT","Largecap","Services"
"23-07-2026","NAUKRI","Largecap","I.T"
"23-07-2026","NAM-INDIA","Largecap","Financials"
"23-07-2026","ADANIGREEN","Largecap","Power & Utilities"
"23-07-2026","CAMS","Midcap","Financials"
"24-07-2026","GRASIM","Largecap","Textiles"
"24-07-2026","BOSCHLTD","Largecap","Auto"
"24-07-2026","EICHERMOT","Largecap","Auto"
"24-07-2026","MOTILALOFS","Largecap","Financials"
"24-07-2026","ETERNAL","Largecap","I.T"
"24-07-2026","SWIGGY","Largecap","I.T"
"27-07-2026","JSWSTEEL","Largecap","Metals & Mining"
"27-07-2026","AXISBANK","Largecap","Bank"
"27-07-2026","NTPC","Largecap","Power & Utilities"
"27-07-2026","ADANIENSOL","Largecap","Power & Utilities"
"27-07-2026","SONACOMS","Largecap","Auto"
"28-07-2026","BEL","Largecap","Aerospace & Defence"
"28-07-2026","CGPOWER","Largecap","Industrials"
"28-07-2026","BHEL","Largecap","Industrials"
"28-07-2026","GODFRYPHLP","Largecap","FMCG"
"28-07-2026","BOSCHLTD","Largecap","Auto"
"28-07-2026","ADANIENT","Largecap","Services"
"28-07-2026","JINDALSTEL","Largecap","Metals & Mining"
"28-07-2026","CANBK","Largecap","Bank"
"28-07-2026","JSWENERGY","Largecap","Power & Utilities"
"28-07-2026","ADANIENSOL","Largecap","Power & Utilities"
"28-07-2026","ABCAPITAL","Largecap","Financials"
"28-07-2026","ADANIGREEN","Largecap","Power & Utilities"
"28-07-2026","RVNL","Largecap","Realty"
"28-07-2026","360ONE","Largecap","Financials"
"28-07-2026","POWERINDIA","Largecap","Industrials"
"28-07-2026","IREDA","Largecap","Financials"
"28-07-2026","VMM","Largecap","Consumer Discretionary"
"29-07-2026","FORCEMOT","Largecap","Auto"
"29-07-2026","MARICO","Largecap","FMCG"
"29-07-2026","PNB","Largecap","Bank"
"29-07-2026","PAGEIND","Largecap","Consumer Discretionary"
"29-07-2026","OBEROIRLTY","Largecap","Realty"
"29-07-2026","KFINTECH","Midcap","Financials"
"30-07-2026","ABB","Largecap","Industrials"
"30-07-2026","DABUR","Largecap","FMCG"
"30-07-2026","BHEL","Largecap","Industrials"
"30-07-2026","LICHSGFIN","Largecap","Financials"
"30-07-2026","PIDILITIND","Largecap","Chemicals"
"30-07-2026","SRF","Largecap","Chemicals"
"30-07-2026","BANKBARODA","Largecap","Bank"
"30-07-2026","GLENMARK","Largecap","Healthcare"
"30-07-2026","UNIONBANK","Largecap","Bank"
"30-07-2026","DLF","Largecap","Realty"
"30-07-2026","GODREJPROP","Largecap","Realty"
"30-07-2026","OBEROIRLTY","Largecap","Realty"
"30-07-2026","DALBHARAT","Largecap","Building Materials"
"30-07-2026","MCX","Largecap","Financials"
"30-07-2026","TIINDIA","Largecap","Industrials"
"30-07-2026","ADANIGREEN","Largecap","Power & Utilities"
"30-07-2026","ANGELONE","Largecap","Financials"
"30-07-2026","PREMIERENE","Largecap","Services"
"31-07-2026","HINDUNILVR","Largecap","FMCG"
"31-07-2026","NESTLEIND","Largecap","FMCG"
"31-07-2026","TATACONSUM","Largecap","FMCG"
"31-07-2026","COLPAL","Largecap","FMCG"
"31-07-2026","EICHERMOT","Largecap","Auto"
"31-07-2026","UPL","Largecap","Chemicals"
"31-07-2026","HAVELLS","Largecap","Consumer Discretionary"
"31-07-2026","NAUKRI","Largecap","I.T"
"31-07-2026","JUBLFOOD","Largecap","Consumer Discretionary"
"31-07-2026","DALBHARAT","Largecap","Building Materials"
"31-07-2026","APLAPOLLO","Largecap","Industrials"
"31-07-2026","INDUSTOWER","Largecap","Telecom"
"31-07-2026","LTM","Largecap","I.T"
"31-07-2026","VBL","Largecap","FMCG"
"31-07-2026","VMM","Largecap","Consumer Discretionary"
"03-08-2026","TORNTPHARM","Largecap","Healthcare"
"03-08-2026","M&M","Largecap","Auto"
"03-08-2026","GLENMARK","Largecap","Healthcare"
"03-08-2026","BHARTIARTL","Largecap","Telecom-Service"
"03-08-2026","GMRAIRPORT","Largecap","Miscellaneous"
"03-08-2026","ALKEM","Largecap","Healthcare"
"03-08-2026","AMBER","Largecap","Consumer Discretionary"
"03-08-2026","DELHIVERY","Largecap","Transportation"
"04-08-2026","FORCEMOT","Largecap","Auto"
"04-08-2026","BAJFINANCE","Largecap","Financials"
"04-08-2026","CIPLA","Largecap","Healthcare"
"04-08-2026","DABUR","Largecap","FMCG"
"04-08-2026","SBIN","Largecap","Bank"
"04-08-2026","TITAN","Largecap","Consumer Discretionary"
"04-08-2026","DRREDDY","Largecap","Healthcare"
"04-08-2026","HDFCBANK","Largecap","Bank"
"04-08-2026","RELIANCE","Largecap","Energy"
"04-08-2026","AMBUJACEM","Largecap","Building Materials"
"04-08-2026","FEDERALBNK","Largecap","Bank"
"04-08-2026","BPCL","Largecap","Energy"
"04-08-2026","HINDUNILVR","Largecap","FMCG"
"04-08-2026","INDHOTEL","Largecap","Services"
"04-08-2026","SRF","Largecap","Chemicals"
"04-08-2026","EICHERMOT","Largecap","Auto"
"04-08-2026","CHOLAFIN","Largecap","Financials"
"04-08-2026","INDUSINDBK","Largecap","Bank"
"04-08-2026","AXISBANK","Largecap","Bank"
"04-08-2026","BHARTIARTL","Largecap","Telecom-Service"
"04-08-2026","POWERGRID","Largecap","Power & Utilities"
"04-08-2026","OIL","Largecap","Energy"
"04-08-2026","GODREJPROP","Largecap","Realty"
"04-08-2026","OBEROIRLTY","Largecap","Realty"
"04-08-2026","PRESTIGE","Largecap","Realty"
"04-08-2026","DALBHARAT","Largecap","Building Materials"
"04-08-2026","ICICIPRULI","Largecap","Financials"
"04-08-2026","PNBHOUSING","Largecap","Financials"
"04-08-2026","VBL","Largecap","FMCG"
"04-08-2026","NIFTY","Smallcap","Indices"
"04-08-2026","BANKNIFTY","Smallcap","Indices"
"04-08-2026","DMART","Largecap","Consumer Discretionary"
"04-08-2026","ICICIGI","Largecap","Financials"
"04-08-2026","HDFCLIFE","Largecap","Financials"
"04-08-2026","HDFCAMC","Largecap","Financials"
"04-08-2026","MAXHEALTH","Largecap","Healthcare"
"04-08-2026","POLICYBZR","Largecap","I.T"
"05-08-2026","LUPIN","Largecap","Healthcare"
"05-08-2026","ONGC","Largecap","Energy"
"05-08-2026","PATANJALI","Largecap","FMCG"
"05-08-2026","TORNTPHARM","Largecap","Healthcare"
"05-08-2026","FEDERALBNK","Largecap","Bank"
"05-08-2026","ASIANPAINT","Largecap","Building Materials"
"05-08-2026","APOLLOHOSP","Largecap","Healthcare"
"05-08-2026","ICICIBANK","Largecap","Bank"
"05-08-2026","ZYDUSLIFE","Largecap","Healthcare"
"05-08-2026","PETRONET","Largecap","Energy"
"05-08-2026","FORTIS","Largecap","Healthcare"
"05-08-2026","COALINDIA","Largecap","Metals & Mining"
"05-08-2026","MCX","Largecap","Financials"
"05-08-2026","ADANIENSOL","Largecap","Power & Utilities"
"05-08-2026","BSE","Largecap","Financials"
"05-08-2026","AUBANK","Largecap","Bank"
"05-08-2026","SBILIFE","Largecap","Financials"
"05-08-2026","NYKAA","Largecap","I.T"
"05-08-2026","IREDA","Largecap","Financials"
"06-08-2026","ONGC","Largecap","Energy"
"06-08-2026","AMBUJACEM","Largecap","Building Materials"
"06-08-2026","HINDALCO","Largecap","Metals & Mining"
"06-08-2026","FEDERALBNK","Largecap","Bank"
"06-08-2026","M&M","Largecap","Auto"
"06-08-2026","BOSCHLTD","Largecap","Auto"
"06-08-2026","TMPV","Largecap","Auto"
"06-08-2026","TATACONSUM","Largecap","FMCG"
"06-08-2026","ASIANPAINT","Largecap","Building Materials"
"06-08-2026","HAVELLS","Largecap","Consumer Discretionary"
"06-08-2026","PIIND","Largecap","Chemicals"
"06-08-2026","ICICIBANK","Largecap","Bank"
"06-08-2026","MARUTI","Largecap","Auto"
"06-08-2026","COFORGE","Largecap","I.T"
"06-08-2026","GMRAIRPORT","Largecap","Miscellaneous"
"06-08-2026","OBEROIRLTY","Largecap","Realty"
"06-08-2026","ADANIENSOL","Largecap","Power & Utilities"
"06-08-2026","ICICIPRULI","Largecap","Financials"
"06-08-2026","DMART","Largecap","Consumer Discretionary"
"06-08-2026","TIINDIA","Largecap","Industrials"
"06-08-2026","NAM-INDIA","Largecap","Financials"
"06-08-2026","HDFCLIFE","Largecap","Financials"
"06-08-2026","MAXHEALTH","Largecap","Healthcare"
"06-08-2026","LODHA","Largecap","Realty"
"06-08-2026","KFINTECH","Midcap","Financials"
"07-08-2026","BAJFINANCE","Largecap","Financials"
"07-08-2026","CIPLA","Largecap","Healthcare"
"07-08-2026","TRENT","Largecap","Consumer Discretionary"
"07-08-2026","LUPIN","Largecap","Healthcare"
"07-08-2026","PIDILITIND","Largecap","Chemicals"
"07-08-2026","SHREECEM","Largecap","Building Materials"
"07-08-2026","AMBUJACEM","Largecap","Building Materials"
"07-08-2026","ASIANPAINT","Largecap","Building Materials"
"07-08-2026","APOLLOHOSP","Largecap","Healthcare"
"07-08-2026","SUPREMEIND","Largecap","Plastic products"
"07-08-2026","SHRIRAMFIN","Largecap","Financials"
"07-08-2026","BAJAJFINSV","Largecap","Financials"
"07-08-2026","CROMPTON","Midcap","Consumer Discretionary"
"07-08-2026","ICICIPRULI","Largecap","Financials"
"07-08-2026","NAM-INDIA","Largecap","Financials"
"07-08-2026","POLYCAB","Largecap","Industrials"
"10-08-2026","ITC","Largecap","FMCG"
"10-08-2026","PIIND","Largecap","Chemicals"
"10-08-2026","GAIL","Largecap","Energy"
"10-08-2026","PETRONET","Largecap","Energy"
"10-08-2026","GMRAIRPORT","Largecap","Miscellaneous"
"10-08-2026","PAGEIND","Largecap","Consumer Discretionary"
"10-08-2026","ADANIPORTS","Largecap","Transportation"
"10-08-2026","RECLTD","Largecap","Financials"
"10-08-2026","PGEL","Midcap","Consumer Discretionary"
"10-08-2026","RVNL","Largecap","Realty"
"10-08-2026","KFINTECH","Midcap","Financials"
"11-08-2026","DABUR","Largecap","FMCG"
"11-08-2026","SBIN","Largecap","Bank"
"11-08-2026","MFSL","Largecap","Financials"
"11-08-2026","SHREECEM","Largecap","Building Materials"
"11-08-2026","TATAPOWER","Largecap","Power & Utilities"
"11-08-2026","TORNTPHARM","Largecap","Healthcare"
"11-08-2026","FEDERALBNK","Largecap","Bank"
"11-08-2026","PHOENIXLTD","Largecap","Realty"
"11-08-2026","SHRIRAMFIN","Largecap","Financials"
"11-08-2026","ADANIENT","Largecap","Services"
"11-08-2026","HAVELLS","Largecap","Consumer Discretionary"
"11-08-2026","MARICO","Largecap","FMCG"
"11-08-2026","TVSMOTOR","Largecap","Auto"
"11-08-2026","PETRONET","Largecap","Energy"
"11-08-2026","SOLARINDS","Largecap","Aerospace & Defence"
"11-08-2026","GODREJPROP","Largecap","Realty"
"11-08-2026","DALBHARAT","Largecap","Building Materials"
"11-08-2026","APLAPOLLO","Largecap","Industrials"
"11-08-2026","INDIGO","Largecap","Transportation"
"11-08-2026","ALKEM","Largecap","Healthcare"
"11-08-2026","RBLBANK","Largecap","Bank"
"11-08-2026","ABCAPITAL","Largecap","Financials"
"11-08-2026","SBILIFE","Largecap","Financials"
"12-08-2026","TITAN","Largecap","Consumer Discretionary"
"12-08-2026","DRREDDY","Largecap","Healthcare"
"12-08-2026","TATAELXSI","Largecap","I.T"
"12-08-2026","AMBUJACEM","Largecap","Building Materials"
"12-08-2026","BAJAJHLDNG","Largecap","Financials"
"12-08-2026","COLPAL","Largecap","FMCG"
"12-08-2026","INDHOTEL","Largecap","Services"
"12-08-2026","SHRIRAMFIN","Largecap","Financials"
"12-08-2026","ADANIENT","Largecap","Services"
"12-08-2026","MANAPPURAM","Largecap","Financials"
"12-08-2026","HCLTECH","Largecap","I.T"
"12-08-2026","UNITDSPR","Largecap","FMCG"
"12-08-2026","RADICO","Largecap","FMCG"
"12-08-2026","SOLARINDS","Largecap","Aerospace & Defence"
"12-08-2026","PERSISTENT","Largecap","I.T"
"12-08-2026","LTM","Largecap","I.T"
"12-08-2026","SBILIFE","Largecap","Financials"
"12-08-2026","HDFCAMC","Largecap","Financials"
"12-08-2026","ETERNAL","Largecap","I.T"
"12-08-2026","DELHIVERY","Largecap","Transportation"
"12-08-2026","KFINTECH","Midcap","Financials"
"12-08-2026","SWIGGY","Largecap","I.T"
"12-08-2026","VMM","Largecap","Consumer Discretionary"
"13-08-2026","LICHSGFIN","Largecap","Financials"
"13-08-2026","MFSL","Largecap","Financials"
"13-08-2026","GRASIM","Largecap","Textiles"
"13-08-2026","RELIANCE","Largecap","Energy"
"13-08-2026","FEDERALBNK","Largecap","Bank"
"13-08-2026","BAJAJHLDNG","Largecap","Financials"
"13-08-2026","BPCL","Largecap","Energy"
"13-08-2026","UPL","Largecap","Chemicals"
"13-08-2026","BANKBARODA","Largecap","Bank"
"13-08-2026","ICICIBANK","Largecap","Bank"
"13-08-2026","TVSMOTOR","Largecap","Auto"
"13-08-2026","DIVISLAB","Largecap","Healthcare"
"13-08-2026","POWERGRID","Largecap","Power & Utilities"
"13-08-2026","RBLBANK","Largecap","Bank"
"13-08-2026","NIFTY","Smallcap","Indices"
"13-08-2026","BANKNIFTY","Smallcap","Indices"
"13-08-2026","ABCAPITAL","Largecap","Financials"
"13-08-2026","ICICIGI","Largecap","Financials"
"13-08-2026","IEX","Midcap","Financials"
"13-08-2026","MANKIND","Largecap","Healthcare"
"14-08-2026","SBIN","Largecap","Bank"
"14-08-2026","DRREDDY","Largecap","Healthcare"
"14-08-2026","HINDZINC","Largecap","Metals & Mining"
"14-08-2026","GRASIM","Largecap","Textiles"
"14-08-2026","PATANJALI","Largecap","FMCG"
"14-08-2026","ASIANPAINT","Largecap","Building Materials"
"14-08-2026","ITC","Largecap","FMCG"
"14-08-2026","UPL","Largecap","Chemicals"
"14-08-2026","IOC","Largecap","Energy"
"14-08-2026","BANKINDIA","Largecap","Bank"
"14-08-2026","GAIL","Largecap","Energy"
"14-08-2026","CANBK","Largecap","Bank"
"14-08-2026","RADICO","Largecap","FMCG"
"14-08-2026","NTPC","Largecap","Power & Utilities"
"14-08-2026","OIL","Largecap","Energy"
"14-08-2026","INDIGO","Largecap","Transportation"
"14-08-2026","AUBANK","Largecap","Bank"
"14-08-2026","ICICIGI","Largecap","Financials"
"14-08-2026","IEX","Midcap","Financials"
"14-08-2026","TIINDIA","Largecap","Industrials"
"14-08-2026","CAMS","Midcap","Financials"
"14-08-2026","JIOFIN","Largecap","Financials"
"14-08-2026","WAAREEENER","Largecap","Industrials"
"17-08-2026","DRREDDY","Largecap","Healthcare"
"17-08-2026","TRENT","Largecap","Consumer Discretionary"
"17-08-2026","SHREECEM","Largecap","Building Materials"
"17-08-2026","COLPAL","Largecap","FMCG"
"17-08-2026","ITC","Largecap","FMCG"
"17-08-2026","CONCOR","Largecap","Transportation"
"17-08-2026","BANKINDIA","Largecap","Bank"
"17-08-2026","INDUSINDBK","Largecap","Bank"
"17-08-2026","INDIANB","Largecap","Bank"
"17-08-2026","LTM","Largecap","I.T"
"17-08-2026","DMART","Largecap","Consumer Discretionary"
"17-08-2026","BANDHANBNK","Largecap","Bank"
"17-08-2026","ADANIGREEN","Largecap","Power & Utilities"
"17-08-2026","KPITTECH","Midcap","I.T"
"17-08-2026","360ONE","Largecap","Financials"
"17-08-2026","NYKAA","Largecap","I.T"
"18-08-2026","DABUR","Largecap","FMCG"
"18-08-2026","HINDZINC","Largecap","Metals & Mining"
"18-08-2026","LUPIN","Largecap","Healthcare"
"18-08-2026","TATAELXSI","Largecap","I.T"
"18-08-2026","MPHASIS","Largecap","I.T"
"18-08-2026","UNITDSPR","Largecap","FMCG"
"18-08-2026","COFORGE","Largecap","I.T"
"18-08-2026","PERSISTENT","Largecap","I.T"
"18-08-2026","POLYCAB","Largecap","Industrials"
"18-08-2026","POWERINDIA","Largecap","Industrials"
"18-08-2026","ANGELONE","Largecap","Financials"
"18-08-2026","JIOFIN","Largecap","Financials"
"18-08-2026","SWIGGY","Largecap","I.T"
"19-08-2026","BAJFINANCE","Largecap","Financials"
"19-08-2026","DABUR","Largecap","FMCG"
"19-08-2026","LUPIN","Largecap","Healthcare"
"19-08-2026","GRASIM","Largecap","Textiles"
"19-08-2026","SHREECEM","Largecap","Building Materials"
"19-08-2026","AMBUJACEM","Largecap","Building Materials"
"19-08-2026","PHOENIXLTD","Largecap","Realty"
"19-08-2026","KEI","Largecap","Industrials"
"19-08-2026","AUROPHARMA","Largecap","Healthcare"
"19-08-2026","UNITDSPR","Largecap","FMCG"
"19-08-2026","DIVISLAB","Largecap","Healthcare"
"19-08-2026","ULTRACEMCO","Largecap","Building Materials"
"19-08-2026","ADANIPORTS","Largecap","Transportation"
"19-08-2026","ADANIPOWER","Largecap","Power & Utilities"
"19-08-2026","OIL","Largecap","Energy"
"19-08-2026","PRESTIGE","Largecap","Realty"
"19-08-2026","LTF","Largecap","Financials"
"19-08-2026","ADANIENSOL","Largecap","Power & Utilities"
"19-08-2026","ABCAPITAL","Largecap","Financials"
"19-08-2026","ADANIGREEN","Largecap","Power & Utilities"
"19-08-2026","POWERINDIA","Largecap","Industrials"
"19-08-2026","KALYANKJIL","Largecap","Consumer Discretionary"
