Date,Open,High,Low,Close,Volume
2026-02-26,1351.0762149795514,1364.6743939944429,1328.7363494550873,1334.0784912109375,2329520
2026-02-27,1357.875293191524,1364.4801703704989,1342.3345173037812,1349.230712890625,8651443
2026-03-02,1312.2242981891923,1346.2197463288087,1311.2529996709177,1331.6502685546875,2088938
2026-03-04,1317.080808041033,1342.3345698471294,1317.080808041033,1324.8511962890625,3161598
2026-03-05,1338.643498816475,1338.643498816475,1294.255206333629,1315.2352294921875,2217963
2026-03-06,1317.080758597693,1341.169008688996,1315.3323738808347,1317.7606201171875,1871596
2026-03-09,1291.8270860425002,1333.3014871677035,1289.8844889206318,1319.606201171875,2256550
2026-03-10,1321.9373243586176,1325.2397631364865,1306.3965475843795,1322.4229736328125,1671877
2026-03-11,1327.959283660933,1336.506758028498,1308.2419949259765,1311.54443359375,1837000
2026-03-12,1311.25298917672,1324.2684129307795,1302.5113025822084,1319.1204833984375,2616965
2026-03-13,1311.2530516426305,1317.7607045463176,1283.085393496233,1287.359130859375,2190786
2026-03-16,1275.1208385481732,1299.3060786269439,1265.0193094816418,1290.46728515625,3618375
2026-03-17,1290.4672342673116,1290.4672342673116,1260.4540852554567,1283.1824951171875,2285672
2026-03-18,1288.427400675758,1338.837814208226,1288.427400675758,1318.2462158203125,2564106
2026-03-19,1302.899825821349,1315.3323754260534,1271.6239431203578,1274.1494140625,1663249
2026-03-20,1296.586405720121,1313.6812357960657,1290.7586146555914,1295.4207763671875,5050431
2026-03-23,1277.0633953429879,1325.8225356751977,1272.401114823816,1319.606201171875,5166409
2026-03-24,1340.3920525322767,1353.9902327753578,1320.9660807564467,1333.8843994140625,3555664
2026-03-25,1309.3104947943593,1370.8908489008509,1309.3104947943593,1341.65478515625,4167275
2026-03-27,1337.4780839327325,1367.005583137401,1320.7717965419583,1325.23974609375,8956139
2026-03-30,1311.2530477771163,1320.1889470463918,1297.8490803064853,1303.0941162109375,5541018
