Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-30 00:00:00-04:00,116.13999938964844,116.87000274658203,111.5,112.77999877929688,15053,0.0,0.0
2026-03-31 00:00:00-04:00,114.7300033569336,119.2699966430664,111.0,118.3499984741211,69949,0.0,0.0
2026-04-01 00:00:00-04:00,103.9000015258789,105.9000015258789,98.45999908447266,101.16000366210938,61629,0.0,0.0
2026-04-02 00:00:00-04:00,100.30000305175781,109.70999908447266,99.0199966430664,109.02999877929688,0,0.0,0.0
2026-04-06 00:00:00-04:00,109.19999694824219,111.87000274658203,106.8499984741211,109.7699966430664,27863,0.0,0.0
2026-04-07 00:00:00-04:00,109.58999633789062,111.80000305175781,104.56999969482422,109.2699966430664,65194,0.0,0.0
2026-04-08 00:00:00-04:00,103.4000015258789,104.0,90.01000213623047,94.75,82140,0.0,0.0
2026-04-09 00:00:00-04:00,96.52999877929688,99.5199966430664,94.33999633789062,95.91999816894531,54501,0.0,0.0
2026-04-10 00:00:00-04:00,96.37999725341797,98.25,94.23999786376953,95.19999694824219,35012,0.0,0.0
2026-04-13 00:00:00-04:00,99.70999908447266,103.86000061035156,97.63999938964844,99.36000061035156,50559,0.0,0.0
2026-04-14 00:00:00-04:00,98.41999816894531,99.41000366210938,94.43000030517578,94.79000091552734,40991,0.0,0.0
2026-04-15 00:00:00-04:00,95.5199966430664,96.88999938964844,91.0,94.93000030517578,41928,0.0,0.0
2026-04-16 00:00:00-04:00,94.91000366210938,99.83999633789062,94.41999816894531,99.38999938964844,36540,0.0,0.0
2026-04-17 00:00:00-04:00,98.25,98.97000122070312,86.08000183105469,90.37999725341797,85233,0.0,0.0
2026-04-20 00:00:00-04:00,96.20999908447266,97.80999755859375,92.7699966430664,95.4800033569336,46389,0.0,0.0
2026-04-21 00:00:00-04:00,93.98999786376953,101.1500015258789,93.87000274658203,98.4800033569336,50039,0.0,0.0
2026-04-22 00:00:00-04:00,98.9000015258789,102.30999755859375,96.54000091552734,101.91000366210938,39837,0.0,0.0
2026-04-23 00:00:00-04:00,101.58000183105469,107.36000061035156,101.27999877929688,105.06999969482422,54489,0.0,0.0
2026-04-24 00:00:00-04:00,106.27999877929688,107.45999908447266,103.4000015258789,105.33000183105469,52646,0.0,0.0
2026-04-27 00:00:00-04:00,106.5,109.79000091552734,105.8499984741211,108.2300033569336,29439,0.0,0.0
2026-04-28 00:00:00-04:00,108.30000305175781,112.69000244140625,107.91999816894531,111.26000213623047,23451,0.0,0.0
2026-04-29 00:00:00-04:00,111.01000213623047,120.30000305175781,110.20999908447266,118.02999877929688,18031,0.0,0.0
2026-04-30 00:00:00-04:00,119.9800033569336,126.0999984741211,113.0,114.01000213623047,58572,0.0,0.0
2026-05-01 00:00:00-04:00,111.01000213623047,112.43000030517578,106.2699966430664,108.16999816894531,40576,0.0,0.0
2026-05-04 00:00:00-04:00,107.12999725341797,115.25,105.66000366210938,114.44000244140625,67567,0.0,0.0
2026-05-05 00:00:00-04:00,113.81999969482422,114.44999694824219,109.5999984741211,109.87000274658203,39713,0.0,0.0
2026-05-06 00:00:00-04:00,110.44999694824219,110.44999694824219,96.7300033569336,101.2699966430664,61814,0.0,0.0
2026-05-07 00:00:00-04:00,101.52999877929688,103.41000366210938,96.06999969482422,100.05999755859375,62847,0.0,0.0
2026-05-08 00:00:00-04:00,103.55999755859375,103.95999908447266,99.54000091552734,101.29000091552734,34316,0.0,0.0
2026-05-11 00:00:00-04:00,104.0,106.0,102.81999969482422,104.20999908447266,35359,0.0,0.0
2026-05-12 00:00:00-04:00,104.5,108.41999816894531,104.11000061035156,107.7699966430664,30738,0.0,0.0
2026-05-13 00:00:00-04:00,107.73999786376953,108.30999755859375,105.30999755859375,105.62999725341797,27718,0.0,0.0
2026-05-14 00:00:00-04:00,105.63999938964844,107.08000183105469,103.86000061035156,105.72000122070312,27529,0.0,0.0
2026-05-15 00:00:00-04:00,106.56999969482422,109.7300033569336,106.05000305175781,109.26000213623047,26518,0.0,0.0
2026-05-18 00:00:00-04:00,109.61000061035156,112.69000244140625,106.87000274658203,112.0999984741211,46404,0.0,0.0
2026-05-19 00:00:00-04:00,109.55000305175781,111.79000091552734,108.9000015258789,111.27999877929688,29390,0.0,0.0
