Date,Open,High,Low,Close,Volume
2026-02-26,897.1614323550999,897.1614323550999,880.4380284625158,883.9794311523438,41165937
2026-02-27,883.9794733683615,884.3238147843207,870.6007736322075,873.3060302734375,34620755
2026-03-02,861.9439110956672,873.3059762779105,857.3695443137591,865.0918579101562,38378924
2026-03-04,834.202743374385,864.993469417403,834.202743374385,854.5167846679688,39862322
2026-03-05,859.6321193633155,867.0593261570968,849.4505416361635,863.4686889648438,31324582
2026-03-06,853.9264946975441,857.5171318697022,841.1871839599715,843.10546875,34439647
2026-03-09,811.5769775858611,828.7430723323081,808.1339237415574,827.0215454101562,35592613
2026-03-10,836.2193641547399,842.8595391904452,826.923107096334,835.629150390625,52866024
2026-03-11,831.2515482012323,835.0388833093358,814.1346283989498,820.38134765625,42261076
2026-03-12,806.7566625998296,822.7915039414563,806.7566625998296,819.2008666992188,46107561
2026-03-13,806.6583423777922,810.3965031755142,798.7885048911796,803.7071533203125,41700464
2026-03-16,803.7071599773169,830.7597265616207,802.3791489072894,826.9231567382812,52182605
2026-03-17,833.907625869114,835.0881134427475,821.5125964091002,831.5958251953125,38826979
2026-03-18,831.5958180920426,833.0222380629118,818.0695356894909,829.333251953125,23507063
2026-03-19,757.4718247668609,802.3791069663046,757.4718247668609,785.2130126953125,171637393
2026-03-20,772.2277890336613,780.8354236248008,765.5384393026802,767.7518310546875,103129469
2026-03-23,750.7333447737776,756.1930326018271,728.9928823726722,732.04248046875,72341738
2026-03-24,742.7158864237038,760.1770877270425,735.5346719806084,752.454833984375,61269986
2026-03-25,755.7011518436857,781.8683373030494,755.7011518436857,769.5717163085938,59230640
2026-03-27,760.6197661066401,762.2921184952538,742.2731843894259,743.8963623046875,65485199
2026-03-30,733.0753333889118,738.7809532430898,714.8271607333363,719.6473999023438,103500135
2026-04-01,730.9111370884557,743.6012737142313,727.0745673991486,730.17333984375,78862761
2026-04-02,718.1226435138951,742.7158847301245,714.8271732077576,738.6826171875,49310300
2026-04-06,746.6508105088765,760.1770933079504,732.8785952952741,758.45556640625,42976659
2026-04-07,753.5368922732654,761.4067292682865,748.6182441513773,759.4392700195312,51309793
2026-04-08,786.9837533249241,804.4941298279846,783.0488345582994,802.82177734375,70269512
2026-04-09,801.7397031581198,805.674621946626,780.1959987742106,784.72119140625,48879392
2026-04-10,790.9186649096054,799.0344347920734,787.9674758614352,797.1161499023438,38156026
2026-04-13,778.6220116333144,785.5081191272287,774.5395096022282,781.7699584960938,47549328
2026-04-15,791.8531825431569,801.5428954413671,790.9186273804953,796.72265625,39769515
2026-04-16,804.6908427624061,806.7074765090769,779.3106301457999,782.5077514648438,62861293
2026-04-17,777.2447773125524,790.8694690755784,775.3757269911107,786.8853759765625,37282544
2026-04-20,784.130869340026,796.7718311959621,777.146412936798,782.5077514648438,52148044
2026-04-21,782.2618278432276,801.6413139109341,782.2618278432276,798.5425415039062,49135752
2026-04-22,796.8210214869076,799.8213849297669,785.0162656130275,786.8853759765625,23876412
2026-04-23,779.1138736217773,783.6882404572269,769.7684420568696,771.5883178710938,37677616
2026-04-24,764.6530532653331,774.7854567622786,764.3579463755373,772.0802001953125,27720358
2026-04-27,774.6870798664892,780.0975928052393,772.227755803421,776.9496459960938,18115375
2026-04-28,772.2277766082829,781.5732082997206,765.6367759332712,769.817626953125,35366803
2026-04-29,772.7196209849993,777.1464043006358,764.7022005187322,766.3253784179688,25799963
2026-04-30,757.4718126650201,766.1286213727735,749.847908057028,759.1441650390625,47998755
2026-05-01,759.1441650390625,759.1441650390625,759.1441650390625,759.1441650390625,0
2026-05-04,760.0295232783589,773.8017387354295,760.0295232783589,766.7189331054688,29028060
2026-05-05,761.8002432312857,764.2595672860843,751.2743242683289,759.734375,38887657
2026-05-06,762.5380651832903,785.9508189360297,760.9148872376333,783.58984375,35530831
2026-05-07,781.0813276889071,788.5084744009563,775.7199891869062,783.0979614257812,46137553
2026-05-08,771.2440360478325,775.9167518274592,764.5546865191014,768.145263671875,38016841
2026-05-11,759.3901026416063,762.2428825536997,749.5036318326614,751.2251586914062,41123422
2026-05-12,744.2898305325124,747.3394284783378,735.6330216051203,738.2399291992188,43937132
2026-05-13,739.7647228184694,747.5853858194506,735.1903557682459,737.4037475585938,28960919
2026-05-14,738.7810009702333,765.6368096362314,734.846082190099,757.0291748046875,50992358
2026-05-15,760.4230253238243,769.1782432932904,752.9467039429112,755.0125122070312,24347873
2026-05-18,746.6507839481793,761.5050772404568,739.1252283144738,756.143798828125,29812079
2026-05-19,754.2255287138954,758.2587962302428,747.8804605130283,750.044677734375,40307830
2026-05-20,747.2410491475586,749.8479568451309,742.8635000569833,747.1427001953125,24013451
2026-05-21,754.5206547496631,755.7503168336749,742.8634822100684,746.7984008789062,34664725
2026-05-22,746.7984174780529,762.390509033052,746.7984174780529,754.3239135742188,25604071
2026-05-25,763.3742255318324,775.0313981291084,762.5872538025895,774.0476684570312,26043952
2026-05-26,771.2932224692265,777.9825721015808,764.1120080103449,766.22705078125,31528062
2026-05-27,756.9799611769273,761.3083956280444,744.584991677417,746.3065185546875,63680153
2026-05-28,746.3065185546875,746.3065185546875,746.3065185546875,746.3065185546875,0
2026-05-29,733.9115075895189,748.1264133157719,725.7465633447872,732.4359130859375,101299431
2026-06-01,736.8135126590627,740.1089829912345,727.1729740345589,730.6160278320312,47996441
2026-06-02,725.0087855549667,741.3386744827858,721.2214502442791,736.0757446289062,47314447
2026-06-03,732.3375535846441,744.5849997963322,730.5176176978582,741.3878784179688,36109480
2026-06-04,736.9610714527732,744.9784318589446,732.8785694984622,741.9288940429688,42673538
2026-06-05,741.6829610502508,746.355676758121,732.5342875674706,734.8952026367188,22116568
2026-06-08,725.9925096938186,729.4355636015806,722.5494557860566,726.6319580078125,21550700
2026-06-09,727.4189306755471,731.8457142768752,720.3852393810432,726.3367919921875,38539563
2026-06-10,724.5169081730804,743.6504624272108,724.418559222074,734.698486328125,44458159
