Date,Open,High,Low,Close,Volume
2026-02-26,425.9646173005251,425.9646173005251,420.9732345361176,423.81829833984375,13417228
2026-02-27,419.7752895678544,421.6221072796393,413.73572862213393,414.48443603515625,17806739
2026-03-02,409.29336774212993,413.8854457658916,406.39837196573063,412.3880310058594,15236666
2026-03-04,404.3019963799578,409.7925173184511,401.50683426999046,402.65484619140625,18393751
2026-03-05,402.9044175427905,409.3432829452956,401.65657186808227,406.5980224609375,14963265
2026-03-06,403.00423410756787,405.99906359918225,398.3123223847129,399.1109313964844,17512726
2026-03-09,389.32784630420565,393.1712170337948,384.4362974051748,385.68414306640625,20275976
2026-03-10,389.8269727333991,393.57050960343815,386.83214323736786,391.1746520996094,21346381
2026-03-11,388.17983764186386,390.4259598509032,379.29518255243795,382.5395812988281,29991868
2026-03-12,376.3502500034559,379.49481496486504,373.4053220680992,374.6531677246094,25048123
2026-03-13,372.35713734889805,372.956109346477,362.77367678257895,366.2177429199219,32179473
2026-03-16,366.2177558208054,372.70655334903427,363.42256322196357,369.21258544921875,27927294
2026-03-17,369.2125752937637,374.50342863910555,367.964729649581,373.5550842285156,15176772
2026-03-18,374.35368621702094,376.30033757134186,370.4604139733601,374.75299072265625,15235416
2026-03-19,365.51894984522363,369.5120560141513,362.7237877129672,367.5155029296875,17308390
2026-03-20,367.96473760820606,371.95784375595656,364.7702405040128,366.117919921875,17077194
2026-03-23,364.22119934703227,364.27110098771533,354.6377385322632,355.93548583984375,16980244
2026-03-24,362.3743722725201,370.3106826942331,360.77712376730335,366.2177429199219,19990983
2026-03-25,368.3141302991329,377.34852052247476,362.374372882694,370.4604187011719,42442702
2026-03-27,366.91653248814987,368.2143102776179,361.875248114207,365.5189514160156,28928069
2026-03-30,360.37783188924624,362.3244833333667,351.043940122664,352.7909240722656,39762775
2026-04-01,363.1729833091824,363.42255243747763,354.388162179184,355.43634033203125,21245776
2026-04-02,349.69625418438636,359.22981326793473,344.9045390549985,357.38299560546875,22056018
2026-04-06,357.38299591468177,360.77713000635,349.4966174609575,359.9285888671875,18320378
2026-04-07,356.3847356284031,363.3726716211169,356.3847356284031,362.3244934082031,23655155
2026-04-08,376.35024707477993,380.4930885291585,368.8132715541026,379.49481201171875,30162218
2026-04-09,376.3502495688028,378.0473318456893,368.8132739981789,371.259033203125,12422256
2026-04-10,372.8562713278809,378.4965274383721,371.7082594502558,373.9044494628906,23751660
2026-04-13,367.3158592120961,372.35714347258204,364.9699032875701,371.259033203125,30027087
2026-04-15,374.8528343640066,382.3399082860573,374.8528343640066,381.7409362792969,19100372
2026-04-16,382.489657752434,385.7839886784025,377.59810870294694,378.4965515136719,12060624
2026-04-17,378.6462660418718,384.5361217915114,376.0008393974469,382.9388732910156,11626179
